,name,trimmed_name
14414,southwest oil & gas income fund ix-a lp,southwest oil & gas income fund ix-a
14415,"heron therapeutics, inc. /de/","heron therapeutics, inc. /de/"
14416,"toast, inc.",toast
14417,"nextgen healthcare, inc.",nextgen healthcare
14418,baeta corp,baeta
14419,kallo inc.,kallo
14420,"innovaro, inc.",innovaro
14421,"udemy, inc.",udemy
14422,"terraform global, inc.",terraform global
14423,"thestreet, inc.",thestreet
14424,federal home loan bank of san francisco,federal home loan bank of san francis
14425,chavant capital acquisition corp.,chavant capital acquisition
14427,treaty energy corp,treaty energy
14428,"l-1 identity solutions, inc.",l-1 identity solutions
14429,hewlett packard enterprise co,hewlett packard enterprise
14430,"envestnet, inc.",envestnet
14432,"glucotrack, inc.",glucotrack
14433,express scripts inc,express scripts
14434,united community bancorp,united community ban
14435,pactiv evergreen inc.,pactiv evergreen
14436,target group inc.,target group
14437,american defense systems inc,american defense systems
14438,"forty seven, inc.",forty seven
14439,"network 1 financial group, inc.",network 1 financial group
14440,orbital sciences corp /de/,orbital sciences corp /de/
14442,alkuri global acquisition corp.,alkuri global acquisition
14443,four seasons education (cayman) inc.,four seasons education (cayman)
14444,"ametek, inc.",ametek
14445,"zonzia media, inc.",zonzia media
14446,"vistagen therapeutics, inc.",vistagen therapeutics
14447,"kar auction services, inc.",kar auction services
14448,"xfit brands, inc.",xfit brands
14449,jp energy partners lp,jp energy partners
14450,encana corp,encana
14451,weatherford international plc,weatherford international pl
14452,gsrx industries inc.,gsrx industries
14453,"brinker international, inc.",brinker international
14454,patni computer systems ltd,patni computer systems
14455,polonia bancorp inc,polonia bancorp
14456,"petrone worldwide, inc.",petrone worldwide
14457,ready capital corporation,ready capital
14458,medtronic plc,medtronic pl
14459,cf acquisition corp. viii,cf acquisition corp. viii
14460,"china crawfish, ltd.",china crawfish
14461,"bigbear.ai holdings, inc.",bigbear.ai holdings
14462,daqo new energy corp.,daqo new energy
14463,"mammoth energy services, inc.",mammoth energy services
14464,seadrill ltd,seadrill
14465,code chain new continent limited,code chain new continent limited
14466,warrior technologies acquisition co,warrior technologies acquisition
14467,flora growth corp.,flora growth
14468,"synthetic biologics, inc.",synthetic biologics
14469,jackson acquisition company,jackson acquisition company
14470,"conifer holdings, inc.",conifer holdings
14471,rarus technologies inc,rarus technologies
14472,toda international holdings inc.,toda international holdings
14474,global synergy acquisition corp.,global synergy acquisition
14476,endocyte inc,endocyte
14477,"reata pharmaceuticals, inc.",reata pharmaceuticals
14478,spotify technology s.a.,spotify technology s.a.
14479,"ciralight global, inc.",ciralight global
14480,digihost technology inc.,digihost technology
14481,"catalent pharma solutions, inc.",catalent pharma solutions
14482,"rackspace technology, inc.",rackspace technology
14484,illinois tool works inc,illinois tool works
14485,lentuo international inc.,lentuo international
14486,northern tier energy lp,northern tier energy
14488,schawk inc,schawk
14489,innovation1 biotech inc.,innovation1 biotech
14490,phoenix apps inc.,phoenix apps
14491,steele oceanic corp,steele oceanic
14492,"clean coal technologies, inc.",clean coal technologies
14493,"mpg office trust, inc.",mpg office trust
14494,"americold realty trust, inc.",americold realty trust
14495,"fte networks, inc.",fte networks
14496,as-ip tech inc.,as-ip tech
14497,taubman centers inc,taubman centers
14498,"mitek systems, inc.",mitek systems
14499,cubist pharmaceuticals inc,cubist pharmaceuticals
14500,adamas ventures inc.,adamas ventures
14501,"juniper networks, inc.",juniper networks
14502,western magnesium corporation,western magnesium
14503,british american tobacco p.l.c.,british american tobacco p.l.
14504,"codiak biosciences, inc.",codiak biosciences
14506,"columbia banking system, inc.",columbia banking system
14508,hyperion therapeutics inc,hyperion therapeutics
14509,"pricesmart, inc.",pricesmart
14510,"atlas energy group, llc",atlas energy group
14511,pacific capital bancorp /ca/,pacific capital bancorp /ca/
14512,twin vee powercats co.,twin vee powercats
14513,purthanol resources ltd.,purthanol resources
14514,"american patriot brands, inc.",american patriot brands
14515,"de acquisition 11, inc.",de acquisition 11
14516,courier corp,courier
14517,two hands corporation,two hands
14518,ingram micro inc,ingram micro
14519,scion tech growth ii,scion tech growth ii
14520,china xuefeng environmental engineering inc.,china xuefeng environmental engineering
14521,"mustang alliances, inc.",mustang alliances
14522,"tal international group, inc.",tal international group
14523,"regional health properties, inc.",regional health properties
14524,"liaoning shuiyun qinghe rice industry co., ltd.",liaoning shuiyun qinghe rice industry co.
14525,"barrett business services, inc.",barrett business services
14526,viavi solutions inc.,viavi solutions
14527,lecroy corp,lecroy
14528,eucrates biomedical acquisition corp.,eucrates biomedical acquisition
14529,"isun, inc.",isun
14530,vaulted gold bullion trust,vaulted gold bullion trust
14531,streetex corp.,streetex
14532,affinity gaming,affinity gaming
14533,temple inland inc,temple inland
14534,"darden restaurants, inc.",darden restaurants
14535,ultratech inc,ultratech
14536,highland transcend partners i corp.,highland transcend partners i
14537,kaibo foods co ltd,kaibo foods co
14539,"harborone bancorp, inc.",harborone bancorp
14540,"west end indiana bancshares, inc.",west end indiana bancshares
14541,bhp group limited,bhp group limited
14542,polar petroleum corp.,polar petroleum
14543,"prolor biotech, inc.",prolor biotech
14544,"electronic cigarettes international group, ltd.",electronic cigarettes international group
14545,"sila realty trust, inc.",sila realty trust
14546,american acquisition opportunity inc.,american acquisition opportunity
14547,"millerknoll, inc.",millerknoll
14548,dakota gold corp.,dakota gold
14549,"entia biosciences, inc.",entia biosciences
14550,bridgewater bancshares inc,bridgewater bancshares
14552,solar enertech corp,solar enertech
14553,changyou.com ltd,changyou.com
14554,silverspac inc.,silverspac
14555,fotv media networks inc.,fotv media networks
14556,hni corporation,hni
14557,cnk global inc.,cnk global
14558,bayfirst financial corp.,bayfirst financial
14559,zap,zap
14560,"marinus pharmaceuticals, inc.",marinus pharmaceuticals
14561,"armada oil, inc.",armada oil
14562,arotech corp,arotech
14563,power gala corp.,power gala
14564,gaming ventures plc,gaming ventures pl
14565,chugach electric association inc,chugach electric association
14566,matthews international corp,matthews international
14567,cytodyn inc.,cytodyn
14568,world acceptance corp,world acceptance
14569,south dakota soybean processors llc,south dakota soybean processors
14570,"parkway, inc.",parkway
14571,american states water co,american states water
14572,"virtus investment partners, inc.",virtus investment partners
14573,"penumbra, inc.",penumbra
14574,mcdonald’s corporation,mcdonald’s
14575,"nutranomics, inc.",nutranomics
14577,"innovision labs, inc",innovision labs
14578,altisource asset management corporation,altisource asset management
14579,"cono italiano, inc.",cono italiano
14580,"lamb weston holdings, inc.",lamb weston holdings
14581,american homes 4 rent,american homes 4 rent
14582,"cargurus, inc.",cargurus
14583,"yext, inc.",yext
14584,"sage therapeutics, inc.",sage therapeutics
14585,"globe photos, inc.",globe photos
14587,idex biometrics asa,idex biometrics asa
14588,royal mines & minerals corp,royal mines & minerals
14589,"sanomedics, inc.",sanomedics
14590,full throttle indoor kart racing inc,full throttle indoor kart racing
14591,bankfinancial corp,bankfinancial
14593,jagged peak energy inc.,jagged peak energy
14594,rocket internet growth opportunities corp.,rocket internet growth opportunities
14595,"commonwealth income & growth fund vii, lp",commonwealth income & growth fund vii
14596,talend s.a.,talend s.a.
14597,"trupal media, inc.",trupal media
14599,international game technology plc,international game technology pl
14600,us bancorp \de\,us bancorp \de\
14601,cadence bancorporation,cadence ban
14602,"jazz technologies, inc.",jazz technologies
14603,"dewmar international bmc, inc.",dewmar international bmc
14605,arthur j. gallagher & co.,arthur j. gallagher &
14606,wolverine world wide inc /de/,wolverine world wide inc /de/
14607,filewarden.com,filewarden.com
14608,free flow inc.,free flow
14609,"iron mining group, inc.",iron mining group
14610,chc group ltd.,chc group
14611,"premiere global services, inc.",premiere global services
14612,"marrone bio innovations, inc.",marrone bio innovations
14613,renewable energy acquisition corp.,renewable energy acquisition
14614,energy future competitive holdings co llc,energy future competitive holdings co
14615,cannonau corp.,cannonau
14616,valence technology inc,valence technology
14617,united states steel corp,united states steel
14618,"tc global, inc.",tc global
14619,"cms bancorp, inc.",cms bancorp
14620,sfn group inc.,sfn group
14621,"mativ holdings, inc.",mativ holdings
14622,"trio resources, inc.",trio resources
14623,"dun & bradstreet holdings, inc.",dun & bradstreet holdings
14624,"consolidated edison, inc.",consolidated edison
14625,"alon usa energy, inc.",alon usa energy
14627,rockley photonics holdings limited,rockley photonics holdings limited
14628,"pharma-bio serv, inc.",pharma-bio serv
14629,rovi corp,rovi
14630,wacoal holdings corp,wacoal holdings
14631,huntington bancshares incorporated,huntington bancshares incorporated
14632,"benchmark electronics, inc.",benchmark electronics
14633,pruco life variable contract real property account,pruco life variable contract real property account
14634,"zs pharma, inc.",zs pharma
14635,advantage oil & gas ltd.,advantage oil & gas
14636,"rubicon technology, inc.",rubicon technology
14637,park national corporation,park national
14638,noranda aluminum holding corp,noranda aluminum holding
14639,futuretech ii acquisition corp.,futuretech ii acquisition
14640,"roomstore, inc.",roomstore
14641,"vapotherm, inc.",vapotherm
14642,gran tierra energy inc.,gran tierra energy
14643,pfenex inc.,pfenex
14644,"energy resources 12, l.p.",energy resources 12
14645,union bancorp inc /pa/,union bancorp inc /pa/
14646,"ominto, inc.",ominto
14647,bolt technology corp,bolt technology
14648,tristar acquisition i corp.,tristar acquisition i
14649,"lightstone value plus reit ii, inc.",lightstone value plus reit ii
14650,seanergy maritime holdings corp.,seanergy maritime holdings
14651,"independence contract drilling, inc.",independence contract drilling
14652,paladin realty income properties inc,paladin realty income properties
14653,wind works power corp.,wind works power
14654,alkermes inc,alkermes
14655,klx inc.,klx
14656,monroe capital corporation,monroe capital
14657,"medifirst solutions, inc.",medifirst solutions
14658,realm therapeutics plc,realm therapeutics pl
14659,xerox corp,xerox
14660,"iheartmedia capital i, llc",iheartmedia capital i
14661,potbelly corporation,potbelly
14662,rainmaker worldwide inc.,rainmaker worldwide
14663,"advance auto parts, inc.",advance auto parts
14664,macro bank inc.,macro bank
14665,goldcorp inc,goldcorp
14666,bluelinx holdings inc.,bluelinx holdings
14667,"cytek biosciences, inc.",cytek biosciences
14668,ceres orion l.p.,ceres orion
14669,"digital donations technologies, inc.",digital donations technologies
14670,10x capital venture acquisition corp. ii,10x capital venture acquisition corp. ii
