,line,line_nostop,line_stemmed,line_length,word_count,tagged_line,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,symbol_count,list_markers_count,determiners_count,name_count,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans,company_count
276,Provided ,"['provided', '']","['provided', '']",8,2,"[('Provided', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
277,Referred ,"['referred', '']","['referred', '']",8,2,"[('Referred', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
278,Rehabilitated     Represented          Served ,"['rehabilitated', 'represented', 'served', '']","['rehabilitated', 'represented', 'served', '']",30,4,"[('Rehabilitated', 'VBN'), ('Represented', 'VBD'), ('Served', 'NNP')]",66.7,0.0,0.0,0.0,0.0,33.300000000000004,0.0,0.0,0.0,0,1.97435048583482,1.5874010519681994,8.167006795638168,0.0,0.0,0.0,0.0,33.300000000000004,0
279,Supported ,"['supported', '']","['supported', '']",9,2,"[('Supported', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
280,ORGANIZATIONAL ,"['organizational', '']","['organizational', '']",14,2,"[('ORGANIZATIONAL', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6952182030724354,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
281,Approved ,"['approved', '']","['approved', '']",8,2,"[('Approved', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
282,Accelerated  Added ,"['accelerated', 'added', '']","['accelerated', 'added', '']",16,3,"[('Accelerated', 'NNP'), ('Added', 'VBD')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.7411011265922482,1.4422495703074083,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
283,Arranged ,"['arranged', '']","['arranged', '']",8,2,"[('Arranged', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
284,Broadened ,"['broadened', '']","['broadened', '']",9,2,"[('Broadened', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
285,Cataloged ,"['cataloged', '']","['cataloged', '']",9,2,"[('Cataloged', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
286,Centralized ,"['centralized', '']","['centralized', '']",11,2,"[('Centralized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
287,Changed ,"['changed', '']","['changed', '']",7,2,"[('Changed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
288,Classified ,"['classified', '']","['classified', '']",10,2,"[('Classified', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
289,Collected ,"['collected', '']","['collected', '']",9,2,"[('Collected', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
290,Compiled ,"['compiled', '']","['compiled', '']",8,2,"[('Compiled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
291,Completed ,"['completed', '']","['completed', '']",9,2,"[('Completed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
292,Controlled ,"['controlled', '']","['controlled', '']",10,2,"[('Controlled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
293,Defined ,"['defined', '']","['defined', '']",7,2,"[('Defined', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
294,Dispatched ,"['dispatched', '']","['dispatched', '']",10,2,"[('Dispatched', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
295,Executed ,"['executed', '']","['executed', '']",8,2,"[('Executed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
296,Expanded ,"['expanded', '']","['expanded', '']",8,2,"[('Expanded', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
297,Gained ,"['gained', '']","['gained', '']",6,2,"[('Gained', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
298,Gathered ,"['gathered', '']","['gathered', '']",8,2,"[('Gathered', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
299,Generated ,"['generated', '']","['generated', '']",9,2,"[('Generated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
300,Implemented ,"['implemented', '']","['implemented', '']",11,2,"[('Implemented', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
301,Inspected ,"['inspected', '']","['inspected', '']",9,2,"[('Inspected', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
302,Launched ,"['launched', '']","['launched', '']",8,2,"[('Launched', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
303,Monitored ,"['monitored', '']","['monitored', '']",9,2,"[('Monitored', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
304,Operated ,"['operated', '']","['operated', '']",8,2,"[('Operated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
305,Retrieved ,"['retrieved', '']","['retrieved', '']",9,2,"[('Retrieved', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
306,Organized ,"['organized', '']","['organized', '']",9,2,"[('Organized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
307,Prepared ,"['prepared', '']","['prepared', '']",8,2,"[('Prepared', 'JJ')]",0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,10.0,0.0,0.0,0.0,0.0,0
308,Processed ,"['processed', '']","['processed', '']",9,2,"[('Processed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
309,Purchased ,"['purchased', '']","['purchased', '']",9,2,"[('Purchased', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
310,Recorded ,"['recorded', '']","['recorded', '']",8,2,"[('Recorded', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
311,Reduced ,"['reduced', '']","['reduced', '']",7,2,"[('Reduced', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
312,Reinforced ,"['reinforced', '']","['reinforced', '']",10,2,"[('Reinforced', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
313,Screened ,"['screened', '']","['screened', '']",8,2,"[('Screened', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
314,Selected ,"['selected', '']","['selected', '']",8,2,"[('Selected', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
315,Simplified ,"['simplified', '']","['simplified', '']",10,2,"[('Simplified', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
316,Sold                        Specified              Steered                Structured ,"['sold', 'specified', 'steered', 'structured', '']","['sold', 'specified', 'steered', 'structured', '']",30,5,"[('Sold', 'VBN'), ('Specified', 'NNP'), ('Steered', 'NNP'), ('Structured', 'NNP')]",25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0,1.97435048583482,1.7099759466766968,5.0,0.0,0.0,0.0,0.0,75.0,0
317,Systematized      Tabulated        Unified              Updated                Utilized                  Validated              Verified ,"['systematized', 'tabulated', 'unified', 'updated', 'utilized', 'validated', 'verified', '']","['systematized', 'tabulated', 'unified', 'updated', 'utilized', 'validated', 'verified', '']",60,8,"[('Systematized', 'VBN'), ('Tabulated', 'NNP'), ('Unified', 'NNP'), ('Updated', 'NNP'), ('Utilized', 'NNP'), ('Validated', 'NNP'), ('Verified', 'VBD')]",28.599999999999998,0.0,0.0,0.0,0.0,71.39999999999999,0.0,0.0,0.0,0,2.2679331552660544,2.0,5.347896782848375,0.0,0.0,0.0,0.0,71.39999999999999,0
318,Always use your @college email ,"['', 'always', 'use', 'college', 'email', '']","['', 'always', 'use', 'college', 'email', '']",27,7,"[('Always', 'NNS'), ('use', 'VBP'), ('your', 'PRP$'), ('@', 'JJ'), ('college', 'NN'), ('email', 'NN')]",0.0,16.7,3.6999999999999997,3.6999999999999997,0.0,0.0,0.0,0.0,0.0,0,1.933182044931763,1.912931182772389,0.0,4.08656334834051,1.9235384061671343,1.9235384061671343,0.0,0.0,0
319,"account and check it frequently, even ","['account', 'check', 'frequently', 'even', '']","['account', 'check', 'frequently', 'even', '']",32,7,"[('account', 'NN'), ('and', 'CC'), ('check', 'VB'), ('it', 'PRP'), ('frequently', 'RB'), (',', ','), ('even', 'RB')]",14.299999999999999,0.0,6.2,3.1,0.0,0.0,0.0,0.0,0.0,0,2.0,1.912931182772389,3.7815340802378072,0.0,2.4899799195977463,1.760681686165901,0.0,0.0,0
320,if you have enabled forwarding. ,"['enabled', 'forwarding', '']","['enabled', 'forwarding', '']",27,6,"[('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('enabled', 'VBN'), ('forwarding', 'NN'), ('.', '.')]",16.7,0.0,11.1,3.6999999999999997,0.0,0.0,0.0,0.0,0.0,0,1.933182044931763,1.8171205928321397,4.08656334834051,0.0,3.331666249791536,1.9235384061671343,0.0,0.0,0
321,RESUMES  AND  COVER  LETTERS  ,"['resumes', 'cover', 'letters', '']","['resumes', 'cover', 'letters', '']",22,5,"[('RESUMES', 'NNP'), ('AND', 'NNP'), ('COVER', 'NNP'), ('LETTERS', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8556007362580844,1.7099759466766968,0.0,0.0,0.0,0.0,0.0,100.0,0
322,Resume Sample ,"['resume', 'sample', '']","['resume', 'sample', '']",12,3,"[('Resume', 'NNP'), ('Sample', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
323,Firstname Lastname ,"['firstname', 'lastname', '']","['firstname', 'lastname', '']",17,3,"[('Firstname', 'NN'), ('Lastname', 'NNP')]",0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,50.0,0
324,If an employer asks for your SAT/ ,"['employer', 'asks', 'sat', '']","['employer', 'asks', 'sat', '']",27,8,"[('If', 'IN'), ('an', 'DT'), ('employer', 'NN'), ('asks', 'VBZ'), ('for', 'IN'), ('your', 'PRP$'), ('SAT/', 'NN')]",0.0,0.0,11.1,3.6999999999999997,0.0,0.0,0.0,0.0,14.299999999999999,0,1.933182044931763,2.0,0.0,0.0,3.331666249791536,1.9235384061671343,0.0,0.0,0
325,"ACT scores or GPA, include in ","['act', 'scores', 'gpa', 'include', '']","['act', 'scores', 'gpa', 'include', '']",24,7,"[('ACT', 'NNP'), ('scores', 'VBZ'), ('or', 'CC'), ('GPA', 'NNP'), (',', ','), ('include', 'VBP'), ('in', 'IN')]",0.0,0.0,8.3,4.2,0.0,28.599999999999998,0.0,0.0,0.0,0,1.888175022589804,1.912931182772389,0.0,0.0,2.8809720581775866,2.04939015319192,0.0,28.599999999999998,0
326,your Education section. ,"['education', 'section', '']","['education', 'section', '']",21,4,"[('your', 'PRP$'), ('Education', 'NN'), ('section', 'NN'), ('.', '.')]",0.0,0.0,4.8,4.8,0.0,0.0,0.0,0.0,0.0,0,1.838416287252544,1.5874010519681994,0.0,0.0,2.1908902300206643,2.1908902300206643,0.0,0.0,0
327,"17 Main Street • Los Angeles, CA 92720 • youremail@college.harvard.edu • (714) 558-9857 ","['17', 'main', 'street', 'los', 'angeles', 'ca', '92720', 'youremailcollegeharvardedu', '714', '5589857', '']","['17', 'main', 'street', 'los', 'angeles', 'ca', '92720', 'youremailcollegeharvardedu', '714', '5589857', '']",75,11,"[('17', 'CD'), ('Main', 'NNP'), ('Street', 'NNP'), ('•', 'NNP'), ('Los', 'NNP'), ('Angeles', 'NNP'), (',', ','), ('CA', 'NNP'), ('92720', 'CD'), ('•', 'NNP'), ('youremail', 'NN'), ('@', 'NNP'), ('college.harvard.edu', 'NN'), ('•', 'NNP'), ('(', '('), ('714', 'CD'), (')', ')'), ('558-9857', 'NN')]",0.0,0.0,0.0,9.3,16.7,50.0,0.0,0.0,0.0,1,2.3714406097793117,2.2239800905693152,0.0,0.0,0.0,3.0495901363953815,16.7,50.0,1
328,HARVARD UNIVERSITY ,"['harvard', 'university', '']","['harvard', 'university', '']",17,3,"[('HARVARD', 'NNP'), ('UNIVERSITY', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
329,A.B. Honors degree in History. GPA 3.73. ,"['ab', 'honors', 'degree', 'history', 'gpa', '373', '']","['ab', 'honors', 'degree', 'history', 'gpa', '373', '']",34,8,"[('A.B', 'NNP'), ('.', '.'), ('Honors', 'NNS'), ('degree', 'VBP'), ('in', 'IN'), ('History', 'NNP'), ('.', '.'), ('GPA', 'NNP'), ('3.73', 'CD'), ('.', '.')]",0.0,0.0,2.9000000000000004,14.7,10.0,30.0,0.0,0.0,0.0,0,2.024397458499885,2.0,0.0,0.0,1.7029386365926402,3.8340579025361627,10.0,30.0,0
330,Relevant Coursework: International Political Economics and the European Community. ,"['relevant', 'coursework', 'international', 'political', 'economics', 'european', 'community', '']","['relevant', 'coursework', 'international', 'political', 'economics', 'european', 'community', '']",74,10,"[('Relevant', 'JJ'), ('Coursework', 'NN'), (':', ':'), ('International', 'NNP'), ('Political', 'NNP'), ('Economics', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('European', 'NNP'), ('Community', 'NNP'), ('.', '.')]",0.0,9.1,2.7,2.7,0.0,45.5,0.0,0.0,9.1,0,2.365082768636564,2.154434690031884,0.0,3.0166206257996713,1.6431676725154984,1.6431676725154984,0.0,45.5,1
331,Commit 25 hours per week to Harvard Varsity Field Hockey Program. ,"['commit', '25', 'hours', 'per', 'week', 'harvard', 'varsity', 'field', 'hockey', 'program', '']","['commit', '25', 'hours', 'per', 'week', 'harvard', 'varsity', 'field', 'hockey', 'program', '']",55,12,"[('Commit', 'NNP'), ('25', 'CD'), ('hours', 'NNS'), ('per', 'IN'), ('week', 'NN'), ('to', 'TO'), ('Harvard', 'NNP'), ('Varsity', 'NNP'), ('Field', 'NNP'), ('Hockey', 'NNP'), ('Program', 'NNP'), ('.', '.')]",0.0,0.0,1.7999999999999998,1.7999999999999998,8.3,50.0,0.0,0.0,0.0,0,2.2288073840335185,2.2894284851066637,0.0,0.0,1.3416407864998738,1.3416407864998738,8.3,50.0,0
332,Education ,"['education', '']","['education', '']",9,2,"[('Education', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
333,UNIVERSITY OF LONDON ,"['university', 'london', '']","['university', 'london', '']",18,4,"[('UNIVERSITY', 'NN'), ('OF', 'NNP'), ('LONDON', 'NNP')]",0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,1,1.7826024579660034,1.5874010519681994,0.0,0.0,0.0,0.0,0.0,66.7,0
334,Study abroad coursework in European History and Econometrics. ,"['study', 'abroad', 'coursework', 'european', 'history', 'econometrics', '']","['study', 'abroad', 'coursework', 'european', 'history', 'econometrics', '']",54,9,"[('Study', 'NNP'), ('abroad', 'RB'), ('coursework', 'NN'), ('in', 'IN'), ('European', 'JJ'), ('History', 'NNP'), ('and', 'CC'), ('Econometrics', 'NNP'), ('.', '.')]",0.0,11.1,3.6999999999999997,1.9,0.0,33.300000000000004,0.0,0.0,0.0,0,2.22064303492292,2.080083823051904,0.0,3.331666249791536,1.9235384061671343,1.378404875209022,0.0,33.300000000000004,0
335,"Cambridge, MA ","['cambridge', '']","['cambridge', '']",12,3,"[('Cambridge', 'NNP'), (',', ','), ('MA', 'NNP')]",0.0,0.0,0.0,8.3,0.0,66.7,0.0,0.0,0.0,0,1.6437518295172258,1.4422495703074083,0.0,0.0,0.0,2.8809720581775866,0.0,66.7,0
336,May 2022 ,"['may', '2022', '']","['may', '2022', '']",7,3,"[('May', 'NNP'), ('2022', 'CD')]",0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1,1.4757731615945522,1.4422495703074083,0.0,0.0,0.0,0.0,50.0,50.0,0
337,"London, UK ","['london', 'uk', '']","['london', 'uk', '']",9,3,"[('London', 'NNP'), (',', ','), ('UK', 'NNP')]",0.0,0.0,0.0,11.1,0.0,66.7,0.0,0.0,0.0,1,1.5518455739153598,1.4422495703074083,0.0,0.0,0.0,3.331666249791536,0.0,66.7,0
338,May - August 2020 ,"['may', 'august', '2020', '']","['may', 'august', '2020', '']",14,4,"[('May', 'NNP'), ('-', ':'), ('August', 'NNP'), ('2020', 'CD')]",0.0,0.0,0.0,7.1,25.0,50.0,0.0,0.0,0.0,2,1.6952182030724354,1.5874010519681994,0.0,0.0,0.0,2.6645825188948455,25.0,50.0,0
339,LOS ANGELES HIGH SCHOOL ,"['los', 'angeles', 'high', 'school', '']","['los', 'angeles', 'high', 'school', '']",20,5,"[('LOS', 'NNP'), ('ANGELES', 'NNP'), ('HIGH', 'NNP'), ('SCHOOL', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,1.8205642030260802,1.7099759466766968,0.0,0.0,0.0,0.0,0.0,100.0,0
340,Graduated with high honors.  SAT I: M:780 V:760. ,"['graduated', 'high', 'honors', 'sat', 'm780', 'v760', '']","['graduated', 'high', 'honors', 'sat', 'm780', 'v760', '']",40,9,"[('Graduated', 'VBN'), ('with', 'IN'), ('high', 'JJ'), ('honors', 'NNS'), ('.', '.'), ('SAT', 'NNP'), ('I', 'PRP'), (':', ':'), ('M:780', 'NNP'), ('V:760', 'NNP'), ('.', '.')]",9.1,9.1,2.5,12.5,0.0,27.3,0.0,0.0,0.0,0,2.0912791051825463,2.080083823051904,3.0166206257996713,3.0166206257996713,1.5811388300841898,3.5355339059327378,0.0,27.3,0
341,National Honor Society. Member of Varsity Field Hockey Team. ,"['national', 'honor', 'society', 'member', 'varsity', 'field', 'hockey', 'team', '']","['national', 'honor', 'society', 'member', 'varsity', 'field', 'hockey', 'team', '']",52,10,"[('National', 'NNP'), ('Honor', 'NNP'), ('Society', 'NNP'), ('.', '.'), ('Member', 'NNP'), ('of', 'IN'), ('Varsity', 'NNP'), ('Field', 'NNP'), ('Hockey', 'NNP'), ('Team', 'NNP'), ('.', '.')]",0.0,0.0,1.9,3.8,0.0,72.7,0.0,0.0,0.0,1,2.2039445754429603,2.154434690031884,0.0,0.0,1.378404875209022,1.9493588689617927,0.0,72.7,1
342,"If including coursework, be sure it’s ","['including', 'coursework', 'sure', '']","['including', 'coursework', 'sure', '']",32,8,"[('If', 'IN'), ('including', 'VBG'), ('coursework', 'NN'), (',', ','), ('be', 'VB'), ('sure', 'JJ'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'NN')]",22.2,11.1,9.4,3.1,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.711687595755898,3.331666249791536,3.0659419433511785,1.760681686165901,0.0,0.0,0
343,relevant to the position to which ,"['relevant', 'position', '']","['relevant', 'position', '']",28,7,"[('relevant', 'NN'), ('to', 'TO'), ('the', 'DT'), ('position', 'NN'), ('to', 'TO'), ('which', 'WDT')]",0.0,0.0,14.299999999999999,0.0,0.0,0.0,0.0,0.0,16.7,0,1.9472943612303364,1.912931182772389,0.0,0.0,3.7815340802378072,0.0,0.0,0.0,0
344,you’re applying. ,"['applying', '']","['applying', '']",15,4,"[('you', 'PRP'), ('’', 'VBP'), ('re', 'JJ'), ('applying', 'NN'), ('.', '.')]",0.0,20.0,13.3,6.7,0.0,0.0,0.0,0.0,0.0,0,1.7187719275874789,1.5874010519681994,0.0,4.47213595499958,3.646916505762094,2.588435821108957,0.0,0.0,0
345,"Los Angeles, CA ","['los', 'angeles', 'ca', '']","['los', 'angeles', 'ca', '']",13,4,"[('Los', 'NNP'), ('Angeles', 'NNP'), (',', ','), ('CA', 'NNP')]",0.0,0.0,0.0,7.7,0.0,75.0,0.0,0.0,0.0,1,1.6702776523348104,1.5874010519681994,0.0,0.0,0.0,2.7748873851023217,0.0,75.0,1
346,June 2018 ,"['june', '2018', '']","['june', '2018', '']",8,3,"[('June', 'NNP'), ('2018', 'CD')]",0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1,1.5157165665103982,1.4422495703074083,0.0,0.0,0.0,0.0,50.0,50.0,0
347,Experience ,"['experience', '']","['experience', '']",10,2,"[('Experience', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
348,Use different verbs. ,"['use', 'different', 'verbs', '']","['use', 'different', 'verbs', '']",18,4,"[('Use', 'NNP'), ('different', 'JJ'), ('verbs', 'NNS'), ('.', '.')]",0.0,25.0,0.0,5.6000000000000005,0.0,25.0,0.0,0.0,0.0,0,1.7826024579660034,1.5874010519681994,0.0,5.0,0.0,2.3664319132398464,0.0,25.0,0
349,PEPSI-COLA NORTH AMERICA BEVERAGES ,"['pepsicola', 'north', 'america', 'beverages', '']","['pepsicola', 'north', 'america', 'beverages', '']",31,5,"[('PEPSI-COLA', 'NNP'), ('NORTH', 'NNP'), ('AMERICA', 'NNP'), ('BEVERAGES', 'NNP')]",0.0,0.0,0.0,3.2,0.0,100.0,0.0,0.0,0.0,1,1.9873407546644581,1.7099759466766968,0.0,0.0,0.0,1.7888543819998317,0.0,100.0,0
350,Marketing Analyst Intern ,"['marketing', 'analyst', 'intern', '']","['marketing', 'analyst', 'intern', '']",22,4,"[('Marketing', 'VBG'), ('Analyst', 'NNP'), ('Intern', 'NNP')]",33.300000000000004,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0,1.8556007362580844,1.5874010519681994,5.770615218501404,0.0,0.0,0.0,0.0,66.7,0
351,Examined profitability of foreign market for new fruit drink using analysis of comparable brands. Managed focus groups ,"['examined', 'profitability', 'foreign', 'market', 'new', 'fruit', 'drink', 'using', 'analysis', 'comparable', 'brands', 'managed', 'focus', 'groups', '']","['examined', 'profitability', 'foreign', 'market', 'new', 'fruit', 'drink', 'using', 'analysis', 'comparable', 'brands', 'managed', 'focus', 'groups', '']",102,18,"[('Examined', 'VBN'), ('profitability', 'NN'), ('of', 'IN'), ('foreign', 'JJ'), ('market', 'NN'), ('for', 'IN'), ('new', 'JJ'), ('fruit', 'NN'), ('drink', 'NN'), ('using', 'VBG'), ('analysis', 'NN'), ('of', 'IN'), ('comparable', 'JJ'), ('brands', 'NNS'), ('.', '.'), ('Managed', 'VBN'), ('focus', 'NN'), ('groups', 'NNS')]",16.7,16.7,2.9000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0,2.5218545481323273,2.6207413942088964,4.08656334834051,4.08656334834051,1.7029386365926402,1.0,0.0,0.0,0
352,and consumer surveys gathering over 500 data points. Created ideas for niche marketing campaigns including use of ,"['consumer', 'surveys', 'gathering', '500', 'data', 'points', 'created', 'ideas', 'niche', 'marketing', 'campaigns', 'including', 'use', '']","['consumer', 'surveys', 'gathering', '500', 'data', 'points', 'created', 'ideas', 'niche', 'marketing', 'campaigns', 'including', 'use', '']",97,18,"[('and', 'CC'), ('consumer', 'NN'), ('surveys', 'NNS'), ('gathering', 'VBG'), ('over', 'IN'), ('500', 'CD'), ('data', 'NNS'), ('points', 'NNS'), ('.', '.'), ('Created', 'VBN'), ('ideas', 'NNS'), ('for', 'IN'), ('niche', 'NN'), ('marketing', 'NN'), ('campaigns', 'NNS'), ('including', 'VBG'), ('use', 'NN'), ('of', 'IN')]",16.7,0.0,4.1000000000000005,1.0,5.6000000000000005,0.0,0.0,0.0,0.0,0,2.496630931732087,2.6207413942088964,4.08656334834051,0.0,2.024845673131659,1.0,5.6000000000000005,0.0,0
